@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
44,1,283,196,0.590814,0.977778,0.134557,0.977778,0.865443,0.236559,0.624046,1.566837,0
44,1,282,197,0.588727,0.977778,0.134969,0.977778,0.865031,0.237197,0.622137,1.571643,0
44,1,281,198,0.586639,0.977778,0.135385,0.977778,0.864615,0.237838,0.620229,1.576479,0
44,1,280,199,0.584551,0.977778,0.135802,0.977778,0.864198,0.238482,0.618321,1.581344,0
44,1,279,200,0.582463,0.977778,0.136223,0.977778,0.863777,0.23913,0.616412,1.58624,0
44,1,278,201,0.580376,0.977778,0.136646,0.977778,0.863354,0.239782,0.614504,1.591166,0
44,1,277,202,0.578288,0.977778,0.137072,0.977778,0.862928,0.240437,0.612595,1.596123,0
44,1,276,203,0.5762,0.977778,0.1375,0.977778,0.8625,0.241096,0.610687,1.601111,0
44,1,275,204,0.574113,0.977778,0.137931,0.977778,0.862069,0.241758,0.608779,1.60613,0
44,1,274,205,0.572025,0.977778,0.138365,0.977778,0.861635,0.242424,0.60687,1.611181,0
44,1,273,206,0.569937,0.977778,0.138801,0.977778,0.861199,0.243094,0.604962,1.616264,0
44,1,272,207,0.56785,0.977778,0.139241,0.977778,0.860759,0.243767,0.603053,1.621378,0
44,1,271,208,0.565762,0.977778,0.139683,0.977778,0.860317,0.244444,0.601145,1.626526,0
44,1,270,209,0.563674,0.977778,0.140127,0.977778,0.859873,0.245125,0.599237,1.631706,0
44,1,269,210,0.561587,0.977778,0.140575,0.977778,0.859425,0.24581,0.597328,1.636919,0
44,1,268,211,0.559499,0.977778,0.141026,0.977778,0.858974,0.246499,0.59542,1.642165,0
44,1,267,212,0.557411,0.977778,0.141479,0.977778,0.858521,0.247191,0.593511,1.647446,0
43,2,267,212,0.557411,0.955556,0.13871,0.955556,0.86129,0.242254,0.591603,1.615197,0
43,2,266,213,0.555324,0.955556,0.139159,0.955556,0.860841,0.242938,0.589695,1.620424,0
43,2,265,214,0.553236,0.955556,0.13961,0.955556,0.86039,0.243626,0.587786,1.625685,0
